=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
14:41:19: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwFYA0coA9ZwMwDoBONKAT2wBY8AmYgY23AGIBDVt8AX2JxR3AF0UAKDCYKeVOkhl4VCcSzwAtAAZ56GXCUJ14evCa0jxzsRW8Bw0Yq07J4TarwAOAOxIu6c1XBoINnRVPcHNySxF-bDtiRzU3DzMUJHDrbCV8e1iXdzoGRlcCwtMvFBVfOAh9dEZjE2DzBBTI5TVMtLUcd2CEC0EI8BttXSz47pQfPwGovCDiHrC+1PhojXbshPQe5MXmrQyYtfjcg3zCguLwHrLJqsNa+jHGnamW4bXOjfAaPmfBlYdDl1iDQJhUXogZsEaAsrLt-iMgegaNtYeD0m9Xkd0LdTmcLjRrmCcfcHsCUE9UdB4DhzFIbEhqPZpOJ7Di2OxgjwYf0qXByEybAA2PA5KSaShEdAAC2mnx4KJ5aX5xEgNgIuj+M2IMuWEk5KEFTSgaRpKoCPTFLIUaQQ+tcRt52iZmhoq2UFr0eRJF3MziNfwOmMRIRQ9smAXqKAI-rSroBQc+5kNv2wcYRifJhMqeTO50jCAp-SyH2O1W9Yz9Kfdga0cWDPTDYIjcyjMeUacBnx6ydRNg7CceWc9J1z9sehdExdFw7L93xKErvZtNacozJjbhUNbVa0-dr6y3Pf6fZXdc+NAQQ5xo-nBYdATkPEt8Eocc1tJnTHZrAuPEr-CAA
14:41:22: [INFO] Routing pad 'SW4:2' at (124903755, 49739610) with pad 'D4:2' at (125369477, 57815321) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(124903755, 49739610), (123573425, 54704468)]
14:41:22: [INFO] Adding track segment (B.Cu): [(123573425, 54704468), (125369477, 57815321)]
14:41:22: [INFO] Routing SW3 with D3
14:41:22: [INFO] Using internal autorouter method
14:41:22: [INFO] Routing pad 'SW3:2' at (105886555, 47109218) with pad 'D3:2' at (106352277, 55184929) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(105886555, 47109218), (104556224, 52074075)]
14:41:22: [INFO] Adding track segment (B.Cu): [(104556224, 52074075), (106352277, 55184929)]
14:41:22: [INFO] Routing SW2 with D2
14:41:22: [INFO] Using internal autorouter method
14:41:22: [INFO] Routing pad 'SW2:2' at (86253042, 46778937) with pad 'D2:2' at (86718764, 54854648) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(86253042, 46778937), (84922711, 51743794)]
14:41:22: [INFO] Adding track segment (B.Cu): [(84922711, 51743794), (86718764, 54854648)]
14:41:22: [INFO] Routing SW1 with D1
14:41:22: [INFO] Using internal autorouter method
14:41:22: [INFO] Routing pad 'SW1:2' at (67852155, 41848434) with pad 'D1:2' at (68317877, 49924145) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(67852155, 41848434), (66521824, 46813291)]
14:41:22: [INFO] Adding track segment (B.Cu): [(66521824, 46813291), (68317877, 49924145)]
14:41:22: [INFO] Routing COL2 pads
14:41:22: [INFO] Routing pad 'SW27:1' at (89234520, 84720943) with pad 'SW15:1' at (94165023, 66320056) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (F.Cu): [(89234520, 84720943), (94165022, 66320055)]
14:41:22: [INFO] Adding track segment (F.Cu): [(94165022, 66320055), (94165023, 66320056)]
14:41:22: [INFO] Routing pad 'SW15:1' at (94165023, 66320056) with pad 'SW3:1' at (99095526, 47919169) using coordinate system rotated by 15.0 degree(s)
14:41:22: [INFO] Adding track segment (F.Cu): [(94165023, 66320056), (99095525, 47919168)]
14:41:22: [INFO] Adding track segment (F.Cu): [(99095525, 47919168), (99095526, 47919169)]
14:41:22: [INFO] Routing ROW0 pads
14:41:22: [INFO] Routing pad 'D1:1' at (67593183, 52628737) with pad 'D2:1' at (85994070, 57559240) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(67593183, 52628737), (85994069, 57559239)]
14:41:22: [INFO] Adding track segment (B.Cu): [(85994069, 57559239), (85994070, 57559240)]
14:41:22: [INFO] Routing pad 'D2:1' at (85994070, 57559240) with pad 'D3:1' at (105627583, 57889521) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(85994070, 57559240), (99794734, 61257116)]
14:41:22: [INFO] Adding track segment (B.Cu): [(99794734, 61257116), (105627583, 57889521)]
14:41:22: [INFO] Routing pad 'D3:1' at (105627583, 57889521) with pad 'D4:1' at (124644783, 60519913) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(105627583, 57889521), (121728359, 62203710)]
14:41:22: [INFO] Adding track segment (B.Cu): [(121728359, 62203710), (124644783, 60519913)]
14:41:22: [INFO] Routing pad 'D4:1' at (124644783, 60519913) with pad 'D5:1' at (142429357, 67750527) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(124644783, 60519913), (140745559, 64834102)]
14:41:22: [INFO] Adding track segment (B.Cu): [(140745559, 64834102), (142429357, 67750527)]
14:41:22: [INFO] Routing pad 'D5:1' at (142429357, 67750527) with pad 'D6:1' at (160213931, 74981140) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(142429357, 67750527), (158530133, 72064716)]
14:41:22: [INFO] Adding track segment (B.Cu): [(158530133, 72064716), (160213931, 74981140)]
14:41:22: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D6 at 75.0 degree(s) and footprint2: D7 at 105.0 degree(s)
14:41:22: [INFO] Routing pad 'D7:1' at (217500570, 69561730) with pad 'D8:1' at (235285144, 62331117) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(217500570, 69561730), (233601344, 65247540)]
14:41:22: [INFO] Adding track segment (B.Cu): [(233601344, 65247540), (235285144, 62331117)]
14:41:22: [INFO] Routing pad 'D8:1' at (235285144, 62331117) with pad 'D9:1' at (253069718, 55100503) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(235285144, 62331117), (251385918, 58016926)]
14:41:22: [INFO] Adding track segment (B.Cu): [(251385918, 58016926), (253069718, 55100503)]
14:41:22: [INFO] Routing pad 'D9:1' at (253069718, 55100503) with pad 'D10:1' at (272086918, 52470111) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(253069718, 55100503), (269170494, 50786312)]
14:41:22: [INFO] Adding track segment (B.Cu): [(269170494, 50786312), (272086918, 52470111)]
14:41:22: [INFO] Routing pad 'D10:1' at (272086918, 52470111) with pad 'D11:1' at (291720431, 52139830) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(272086918, 52470111), (277919765, 55837706)]
14:41:22: [INFO] Adding track segment (B.Cu): [(277919765, 55837706), (291720431, 52139830)]
14:41:22: [INFO] Routing pad 'D11:1' at (291720431, 52139830) with pad 'D12:1' at (310121318, 47209327) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(291720431, 52139830), (310121317, 47209326)]
14:41:22: [INFO] Adding track segment (B.Cu): [(310121317, 47209326), (310121318, 47209327)]
14:41:22: [INFO] Routing ROW2 pads
14:41:22: [INFO] Routing pad 'D25:1' at (57732178, 89430511) with pad 'D26:1' at (76133065, 94361014) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(57732178, 89430511), (76133064, 94361013)]
14:41:22: [INFO] Adding track segment (B.Cu): [(76133064, 94361013), (76133065, 94361014)]
14:41:22: [INFO] Routing pad 'D26:1' at (76133065, 94361014) with pad 'D27:1' at (95766577, 94691295) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(76133065, 94361014), (89933729, 98058890)]
14:41:22: [INFO] Adding track segment (B.Cu): [(89933729, 98058890), (95766577, 94691295)]
14:41:22: [INFO] Routing pad 'D27:1' at (95766577, 94691295) with pad 'D28:1' at (114783777, 97321687) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(95766577, 94691295), (111867352, 99005484)]
14:41:22: [INFO] Adding track segment (B.Cu): [(111867352, 99005484), (114783777, 97321687)]
14:41:22: [INFO] Routing pad 'D28:1' at (114783777, 97321687) with pad 'D29:1' at (132568351, 104552301) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(114783777, 97321687), (130884552, 101635876)]
14:41:22: [INFO] Adding track segment (B.Cu): [(130884552, 101635876), (132568351, 104552301)]
14:41:22: [INFO] Routing pad 'D29:1' at (132568351, 104552301) with pad 'D30:1' at (150352925, 111782914) using coordinate system rotated by 285.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(132568351, 104552301), (148669126, 108866490)]
14:41:22: [INFO] Adding track segment (B.Cu): [(148669126, 108866490), (150352925, 111782914)]
14:41:22: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D30 at 75.0 degree(s) and footprint2: D31 at 105.0 degree(s)
14:41:22: [INFO] Routing pad 'D31:1' at (227361575, 106363504) with pad 'D32:1' at (245146150, 99132891) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(227361575, 106363504), (243462352, 102049313)]
14:41:22: [INFO] Adding track segment (B.Cu): [(243462352, 102049313), (245146150, 99132891)]
14:41:22: [INFO] Routing pad 'D32:1' at (245146150, 99132891) with pad 'D33:1' at (262930724, 91902277) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(245146150, 99132891), (261246924, 94818701)]
14:41:22: [INFO] Adding track segment (B.Cu): [(261246924, 94818701), (262930724, 91902277)]
14:41:22: [INFO] Routing pad 'D33:1' at (262930724, 91902277) with pad 'D34:1' at (281947924, 89271885) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(262930724, 91902277), (279031499, 87588086)]
14:41:22: [INFO] Adding track segment (B.Cu): [(279031499, 87588086), (281947924, 89271885)]
14:41:22: [INFO] Routing pad 'D34:1' at (281947924, 89271885) with pad 'D35:1' at (301581436, 88941604) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(281947924, 89271885), (287780770, 92639480)]
14:41:22: [INFO] Adding track segment (B.Cu): [(287780770, 92639480), (301581436, 88941604)]
14:41:22: [INFO] Routing pad 'D35:1' at (301581436, 88941604) with pad 'D36:1' at (319982323, 84011101) using coordinate system rotated by 255.0 degree(s)
14:41:22: [INFO] Adding track segment (B.Cu): [(301581436, 88941604), (319982322, 84011100)]
14:41:22: [INFO] Adding track segment (B.Cu): [(319982322, 84011100), (319982323, 84011101)]
14:41:22: [INFO] Routing COL6 pads
14:41:22: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW31 at 15.0 degree(s) and footprint2: SW40 at 45.0 degree(s)
14:41:22: [INFO] Routing pad 'SW7:1' at (206858466, 64193181) with pad 'SW19:1' at (211788969, 82594068) using coordinate system rotated by 345.0 degree(s)
14:41:22: [INFO] Adding track segment (F.Cu): [(206858466, 64193181), (211788967, 82594067)]
14:41:22: [INFO] Adding track segment (F.Cu): [(211788967, 82594067), (211788969, 82594068)]
14:41:23: [INFO] Routing pad 'SW19:1' at (211788969, 82594068) with pad 'SW31:1' at (216719471, 100994955) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(211788969, 82594068), (216719471, 100994952)]
14:41:23: [INFO] Adding track segment (F.Cu): [(216719471, 100994952), (216719471, 100994955)]
14:41:23: [INFO] Routing COL0 pads
14:41:23: [INFO] Routing pad 'SW25:1' at (51200121, 79460159) with pad 'SW13:1' at (56130623, 61059272) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(51200121, 79460159), (56130622, 61059272)]
14:41:23: [INFO] Adding track segment (F.Cu): [(56130622, 61059272), (56130623, 61059272)]
14:41:23: [INFO] Routing pad 'SW13:1' at (56130623, 61059272) with pad 'SW1:1' at (61061126, 42658385) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(56130623, 61059272), (61061124, 42658385)]
14:41:23: [INFO] Adding track segment (F.Cu): [(61061124, 42658385), (61061126, 42658385)]
14:41:23: [INFO] Routing COL8 pads
14:41:23: [INFO] Routing pad 'SW9:1' at (242427614, 49731954) with pad 'SW21:1' at (247358117, 68132841) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(242427614, 49731954), (247358116, 68132840)]
14:41:23: [INFO] Adding track segment (F.Cu): [(247358116, 68132840), (247358117, 68132841)]
14:41:23: [INFO] Routing pad 'SW21:1' at (247358117, 68132841) with pad 'SW33:1' at (252288620, 86533728) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(247358117, 68132841), (252288619, 86533727)]
14:41:23: [INFO] Adding track segment (F.Cu): [(252288619, 86533727), (252288620, 86533728)]
14:41:23: [INFO] Routing pad 'SW33:1' at (252288620, 86533728) with pad 'SW42:1' at (253722230, 114973344) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(252288620, 86533728), (257947866, 107654325)]
14:41:23: [INFO] Adding track segment (F.Cu): [(257947866, 107654325), (253722230, 114973344)]
14:41:23: [INFO] Routing ROW1 pads
14:41:23: [INFO] Routing pad 'D13:1' at (62662680, 71029624) with pad 'D14:1' at (81063567, 75960127) using coordinate system rotated by 285.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(62662680, 71029624), (81063566, 75960126)]
14:41:23: [INFO] Adding track segment (B.Cu): [(81063566, 75960126), (81063567, 75960127)]
14:41:23: [INFO] Routing pad 'D14:1' at (81063567, 75960127) with pad 'D15:1' at (100697080, 76290408) using coordinate system rotated by 285.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(81063567, 75960127), (94864231, 79658003)]
14:41:23: [INFO] Adding track segment (B.Cu): [(94864231, 79658003), (100697080, 76290408)]
14:41:23: [INFO] Routing pad 'D15:1' at (100697080, 76290408) with pad 'D16:1' at (119714280, 78920800) using coordinate system rotated by 285.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(100697080, 76290408), (116797855, 80604597)]
14:41:23: [INFO] Adding track segment (B.Cu): [(116797855, 80604597), (119714280, 78920800)]
14:41:23: [INFO] Routing pad 'D16:1' at (119714280, 78920800) with pad 'D17:1' at (137498854, 86151414) using coordinate system rotated by 285.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(119714280, 78920800), (135815055, 83234989)]
14:41:23: [INFO] Adding track segment (B.Cu): [(135815055, 83234989), (137498854, 86151414)]
14:41:23: [INFO] Routing pad 'D17:1' at (137498854, 86151414) with pad 'D18:1' at (155283428, 93382027) using coordinate system rotated by 285.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(137498854, 86151414), (153599629, 90465603)]
14:41:23: [INFO] Adding track segment (B.Cu): [(153599629, 90465603), (155283428, 93382027)]
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D18 at 75.0 degree(s) and footprint2: D19 at 105.0 degree(s)
14:41:23: [INFO] Routing pad 'D19:1' at (222431073, 87962617) with pad 'D20:1' at (240215647, 80732004) using coordinate system rotated by 255.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(222431073, 87962617), (238531849, 83648426)]
14:41:23: [INFO] Adding track segment (B.Cu): [(238531849, 83648426), (240215647, 80732004)]
14:41:23: [INFO] Routing pad 'D20:1' at (240215647, 80732004) with pad 'D21:1' at (258000221, 73501390) using coordinate system rotated by 255.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(240215647, 80732004), (256316422, 76417814)]
14:41:23: [INFO] Adding track segment (B.Cu): [(256316422, 76417814), (258000221, 73501390)]
14:41:23: [INFO] Routing pad 'D21:1' at (258000221, 73501390) with pad 'D22:1' at (277017421, 70870998) using coordinate system rotated by 255.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(258000221, 73501390), (274100996, 69187199)]
14:41:23: [INFO] Adding track segment (B.Cu): [(274100996, 69187199), (277017421, 70870998)]
14:41:23: [INFO] Routing pad 'D22:1' at (277017421, 70870998) with pad 'D23:1' at (296650933, 70540717) using coordinate system rotated by 255.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(277017421, 70870998), (282850268, 74238593)]
14:41:23: [INFO] Adding track segment (B.Cu): [(282850268, 74238593), (296650933, 70540717)]
14:41:23: [INFO] Routing pad 'D23:1' at (296650933, 70540717) with pad 'D24:1' at (315051820, 65610214) using coordinate system rotated by 255.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(296650933, 70540717), (315051819, 65610213)]
14:41:23: [INFO] Adding track segment (B.Cu): [(315051819, 65610213), (315051820, 65610214)]
14:41:23: [INFO] Routing ROW3 pads
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D37 at 75.0 degree(s) and footprint2: D38 at 60.0 degree(s)
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D38 at 60.0 degree(s) and footprint2: D39 at 45.0 degree(s)
14:41:23: [INFO] Routing pad 'D39:1' at (155473630, 142358458) with pad 'D40:1' at (222233074, 135174254) using coordinate system rotated by 315.0 degree(s)
14:41:23: [INFO] Adding track segment (B.Cu): [(155473630, 142358458), (215048869, 142358457)]
14:41:23: [INFO] Adding track segment (B.Cu): [(215048869, 142358457), (222233074, 135174254)]
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D40 at 135.0 degree(s) and footprint2: D41 at 120.0 degree(s)
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D41 at 120.0 degree(s) and footprint2: D42 at 105.0 degree(s)
14:41:23: [INFO] Routing COL4 pads
14:41:23: [INFO] Routing pad 'SW29:1' at (126036294, 94581949) with pad 'SW17:1' at (130966797, 76181062) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(126036294, 94581949), (130966796, 76181061)]
14:41:23: [INFO] Adding track segment (F.Cu): [(130966796, 76181061), (130966797, 76181062)]
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW29 at -15.0 degree(s) and footprint2: SW38 at -30.0 degree(s)
14:41:23: [INFO] Routing pad 'SW17:1' at (130966797, 76181062) with pad 'SW5:1' at (135897300, 57780175) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(130966797, 76181062), (135897299, 57780174)]
14:41:23: [INFO] Adding track segment (F.Cu): [(135897299, 57780174), (135897300, 57780175)]
14:41:23: [INFO] Routing COL11 pads
14:41:23: [INFO] Routing pad 'SW12:1' at (299479214, 41840778) with pad 'SW24:1' at (304409716, 60241665) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(299479214, 41840778), (304409716, 60241663)]
14:41:23: [INFO] Adding track segment (F.Cu): [(304409716, 60241663), (304409716, 60241665)]
14:41:23: [INFO] Routing pad 'SW24:1' at (304409716, 60241665) with pad 'SW36:1' at (309340219, 78642552) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(304409716, 60241665), (309340218, 78642551)]
14:41:23: [INFO] Adding track segment (F.Cu): [(309340218, 78642551), (309340219, 78642552)]
14:41:23: [INFO] Routing COL1 pads
14:41:23: [INFO] Routing pad 'SW26:1' at (69601008, 84390662) with pad 'SW14:1' at (74531510, 65989775) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(69601008, 84390662), (74531509, 65989775)]
14:41:23: [INFO] Adding track segment (F.Cu): [(74531509, 65989775), (74531510, 65989775)]
14:41:23: [INFO] Routing pad 'SW14:1' at (74531510, 65989775) with pad 'SW2:1' at (79462013, 47588888) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(74531510, 65989775), (79462011, 47588888)]
14:41:23: [INFO] Adding track segment (F.Cu): [(79462011, 47588888), (79462013, 47588888)]
14:41:23: [INFO] Routing COL3 pads
14:41:23: [INFO] Routing pad 'SW28:1' at (108251720, 87351335) with pad 'SW37:1' at (108487415, 113001143) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(108251720, 87351335), (103632191, 104591649)]
14:41:23: [INFO] Adding track segment (F.Cu): [(103632191, 104591649), (108487415, 113001143)]
14:41:23: [INFO] Routing pad 'SW28:1' at (108251720, 87351335) with pad 'SW16:1' at (113182223, 68950448) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(108251720, 87351335), (113182222, 68950447)]
14:41:23: [INFO] Adding track segment (F.Cu): [(113182222, 68950447), (113182223, 68950448)]
14:41:23: [INFO] Routing pad 'SW16:1' at (113182223, 68950448) with pad 'SW4:1' at (118112726, 50549561) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(113182223, 68950448), (118112725, 50549560)]
14:41:23: [INFO] Adding track segment (F.Cu): [(118112725, 50549560), (118112726, 50549561)]
14:41:23: [INFO] Routing COL5 pads
14:41:23: [INFO] Routing pad 'SW30:1' at (143820868, 101812562) with pad 'SW18:1' at (148751371, 83411675) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(143820868, 101812562), (148751369, 83411675)]
14:41:23: [INFO] Adding track segment (F.Cu): [(148751369, 83411675), (148751371, 83411675)]
14:41:23: [INFO] Routing pad 'SW18:1' at (148751371, 83411675) with pad 'SW6:1' at (153681874, 65010788) using coordinate system rotated by 15.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(148751371, 83411675), (153681873, 65010787)]
14:41:23: [INFO] Adding track segment (F.Cu): [(153681873, 65010787), (153681874, 65010788)]
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW30 at -15.0 degree(s) and footprint2: SW39 at -45.0 degree(s)
14:41:23: [INFO] Routing COL10 pads
14:41:23: [INFO] Routing pad 'SW11:1' at (281078327, 46771281) with pad 'SW23:1' at (286008829, 65172168) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(281078327, 46771281), (286008828, 65172167)]
14:41:23: [INFO] Adding track segment (F.Cu): [(286008828, 65172167), (286008829, 65172168)]
14:41:23: [INFO] Routing pad 'SW23:1' at (286008829, 65172168) with pad 'SW35:1' at (290939332, 83573055) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(286008829, 65172168), (290939331, 83573054)]
14:41:23: [INFO] Adding track segment (F.Cu): [(290939331, 83573054), (290939332, 83573055)]
14:41:23: [INFO] Routing COL9 pads
14:41:23: [INFO] Routing pad 'SW10:1' at (261444814, 47101562) with pad 'SW22:1' at (266375317, 65502449) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(261444814, 47101562), (266375316, 65502448)]
14:41:23: [INFO] Adding track segment (F.Cu): [(266375316, 65502448), (266375317, 65502449)]
14:41:23: [INFO] Routing pad 'SW22:1' at (266375317, 65502449) with pad 'SW34:1' at (271305820, 83903336) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(266375317, 65502449), (271305818, 83903334)]
14:41:23: [INFO] Adding track segment (F.Cu): [(271305818, 83903334), (271305820, 83903336)]
14:41:23: [INFO] Routing COL7 pads
14:41:23: [INFO] Routing pad 'SW8:1' at (224643040, 56962568) with pad 'SW20:1' at (229573543, 75363455) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(224643040, 56962568), (229573542, 75363454)]
14:41:23: [INFO] Adding track segment (F.Cu): [(229573542, 75363454), (229573543, 75363455)]
14:41:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW32 at 15.0 degree(s) and footprint2: SW41 at 30.0 degree(s)
14:41:23: [INFO] Routing pad 'SW20:1' at (229573543, 75363455) with pad 'SW32:1' at (234504046, 93764342) using coordinate system rotated by 345.0 degree(s)
14:41:23: [INFO] Adding track segment (F.Cu): [(229573543, 75363455), (234504044, 93764341)]
14:41:23: [INFO] Adding track segment (F.Cu): [(234504044, 93764341), (234504046, 93764342)]
14:41:23: [INFO] Removing dangling tracks
